wl,S001,R001,S002,S003
702.410605,2414.428571,2414.428571,2414.428571,2414.428571
702.850436,2419.000000,2419.000000,2419.000000,2419.000000
703.290247,2419.142857,2419.142857,2419.142857,2419.142857
703.730037,2431.285714,2431.285714,2431.285714,2431.285714
704.169807,2448.571429,2448.571429,2448.571429,2448.571429
704.609556,2453.142857,2453.142857,2453.142857,2453.142857
705.049286,2467.428571,2467.428571,2467.428571,2467.428571
705.488995,2478.571429,2478.571429,2478.571429,2478.571429
705.928683,2483.714286,2483.714286,2483.714286,2483.714286
706.368352,2483.857143,2483.857143,2483.857143,2483.857143
706.808000,2473.000000,2473.000000,2473.000000,2473.000000
707.247628,2454.714286,2454.714286,2454.714286,2454.714286
707.687235,2448.285714,2448.285714,2448.285714,2448.285714
708.126822,2415.428571,2415.428571,2415.428571,2415.428571
708.566388,2394.428571,2394.428571,2394.428571,2394.428571
709.005935,2376.428571,2376.428571,2376.428571,2376.428571
709.445461,2372.428571,2372.428571,2372.428571,2372.428571
709.884966,2360.428571,2360.428571,2360.428571,2360.428571
710.324451,2359.142857,2359.142857,2359.142857,2359.142857
710.763916,2353.571429,2353.571429,2353.571429,2353.571429
711.203360,2364.857143,2364.857143,2364.857143,2364.857143
711.642784,2366.285714,2366.285714,2366.285714,2366.285714
712.082187,2364.857143,2364.857143,2364.857143,2364.857143
712.521570,2351.000000,2351.000000,2351.000000,2351.000000
712.960932,2349.571429,2349.571429,2349.571429,2349.571429
713.400274,2329.571429,2329.571429,2329.571429,2329.571429
713.839596,2324.571429,2324.571429,2324.571429,2324.571429
714.278897,2315.571429,2315.571429,2315.571429,2315.571429
714.718177,2306.000000,2306.000000,2306.000000,2306.000000
715.157437,2303.000000,2303.000000,2303.000000,2303.000000
715.596676,2305.857143,2305.857143,2305.857143,2305.857143
716.035895,2300.857143,2300.857143,2300.857143,2300.857143
716.475094,2307.428571,2307.428571,2307.428571,2307.428571
716.914272,2302.857143,2302.857143,2302.857143,2302.857143
717.353429,2283.714286,2283.714286,2283.714286,2283.714286
717.792566,2278.857143,2278.857143,2278.857143,2278.857143
718.231682,2289.571429,2289.571429,2289.571429,2289.571429
718.670778,2285.142857,2285.142857,2285.142857,2285.142857
719.109853,2284.857143,2284.857143,2284.857143,2284.857143
719.548907,2284.428571,2284.428571,2284.428571,2284.428571
719.987941,2279.428571,2279.428571,2279.428571,2279.428571
720.426954,2289.571429,2289.571429,2289.571429,2289.571429
720.865947,2295.142857,2295.142857,2295.142857,2295.142857
721.304919,2281.285714,2281.285714,2281.285714,2281.285714
721.743870,2277.714286,2277.714286,2277.714286,2277.714286
722.182801,2281.428571,2281.428571,2281.428571,2281.428571
722.621711,2287.714286,2287.714286,2287.714286,2287.714286
723.060600,2296.571429,2296.571429,2296.571429,2296.571429
723.499469,2312.000000,2312.000000,2312.000000,2312.000000
723.938317,2321.571429,2321.571429,2321.571429,2321.571429
724.377145,2338.857143,2338.857143,2338.857143,2338.857143
724.815951,2360.285714,2360.285714,2360.285714,2360.285714
725.254737,2376.428571,2376.428571,2376.428571,2376.428571
725.693502,2391.571429,2391.571429,2391.571429,2391.571429
726.132247,2401.428571,2401.428571,2401.428571,2401.428571
726.570971,2406.571429,2406.571429,2406.571429,2406.571429
727.009674,2409.857143,2409.857143,2409.857143,2409.857143
727.448356,2400.142857,2400.142857,2400.142857,2400.142857
727.887018,2388.285714,2388.285714,2388.285714,2388.285714
728.325658,2371.571429,2371.571429,2371.571429,2371.571429
728.764278,2350.428571,2350.428571,2350.428571,2350.428571
729.202877,2327.000000,2327.000000,2327.000000,2327.000000
729.641456,2308.428571,2308.428571,2308.428571,2308.428571
730.080013,2294.571429,2294.571429,2294.571429,2294.571429
730.518550,2286.857143,2286.857143,2286.857143,2286.857143
730.957066,2280.000000,2280.000000,2280.000000,2280.000000
731.395561,2278.000000,2278.000000,2278.000000,2278.000000
731.834036,2267.571429,2267.571429,2267.571429,2267.571429
732.272489,2276.285714,2276.285714,2276.285714,2276.285714
732.710922,2281.571429,2281.571429,2281.571429,2281.571429
733.149333,2285.285714,2285.285714,2285.285714,2285.285714
733.587724,2286.000000,2286.000000,2286.000000,2286.000000
734.026094,2292.142857,2292.142857,2292.142857,2292.142857
734.464443,2301.571429,2301.571429,2301.571429,2301.571429
734.902772,2331.000000,2331.000000,2331.000000,2331.000000
735.341079,2358.571429,2358.571429,2358.571429,2358.571429
735.779365,2391.571429,2391.571429,2391.571429,2391.571429
736.217631,2419.428571,2419.428571,2419.428571,2419.428571
736.655875,2457.000000,2457.000000,2457.000000,2457.000000
737.094099,2489.142857,2489.142857,2489.142857,2489.142857
737.532301,2516.428571,2516.428571,2516.428571,2516.428571
737.970483,2529.571429,2529.571429,2529.571429,2529.571429
738.408644,2526.142857,2526.142857,2526.142857,2526.142857
738.846783,2512.285714,2512.285714,2512.285714,2512.285714
739.284902,2493.285714,2493.285714,2493.285714,2493.285714
739.723000,2460.857143,2460.857143,2460.857143,2460.857143
740.161076,2429.142857,2429.142857,2429.142857,2429.142857
740.599132,2395.142857,2395.142857,2395.142857,2395.142857
741.037167,2363.571429,2363.571429,2363.571429,2363.571429
741.475180,2343.714286,2343.714286,2343.714286,2343.714286
741.913173,2324.714286,2324.714286,2324.714286,2324.714286
742.351144,2306.571429,2306.571429,2306.571429,2306.571429
742.789095,2300.428571,2300.428571,2300.428571,2300.428571
743.227024,2296.142857,2296.142857,2296.142857,2296.142857
743.664933,2294.714286,2294.714286,2294.714286,2294.714286
744.102820,2294.714286,2294.714286,2294.714286,2294.714286
744.540686,2286.000000,2286.000000,2286.000000,2286.000000
744.978531,2264.857143,2264.857143,2264.857143,2264.857143
745.416355,2285.857143,2285.857143,2285.857143,2285.857143
745.854158,2311.142857,2311.142857,2311.142857,2311.142857
746.291939,2355.714286,2355.714286,2355.714286,2355.714286
746.729700,2417.714286,2417.714286,2417.714286,2417.714286
747.167439,2505.428571,2505.428571,2505.428571,2505.428571
747.605158,2627.000000,2627.000000,2627.000000,2627.000000
748.042855,2790.285714,2790.285714,2790.285714,2790.285714
748.480531,2938.857143,2938.857143,2938.857143,2938.857143
748.918185,3081.571429,3081.571429,3081.571429,3081.571429
749.355819,3202.571429,3202.571429,3202.571429,3202.571429
749.793431,3302.428571,3302.428571,3302.428571,3302.428571
750.231022,3356.857143,3356.857143,3356.857143,3356.857143
750.668592,3352.000000,3352.000000,3352.000000,3352.000000
751.106141,3297.857143,3297.857143,3297.857143,3297.857143
751.543668,3196.285714,3196.285714,3196.285714,3196.285714
751.981175,3069.142857,3069.142857,3069.142857,3069.142857
752.418660,2933.714286,2933.714286,2933.714286,2933.714286
752.856123,2797.571429,2797.571429,2797.571429,2797.571429
753.293566,2667.142857,2667.142857,2667.142857,2667.142857
753.730987,2569.285714,2569.285714,2569.285714,2569.285714
754.168387,2493.714286,2493.714286,2493.714286,2493.714286
754.605765,2452.857143,2452.857143,2452.857143,2452.857143
755.043122,2428.428571,2428.428571,2428.428571,2428.428571
755.480458,2405.857143,2405.857143,2405.857143,2405.857143
755.917773,2388.714286,2388.714286,2388.714286,2388.714286
756.355066,2389.428571,2389.428571,2389.428571,2389.428571
756.792338,2378.142857,2378.142857,2378.142857,2378.142857
757.229589,2372.571429,2372.571429,2372.571429,2372.571429
757.666818,2360.142857,2360.142857,2360.142857,2360.142857
758.104026,2359.285714,2359.285714,2359.285714,2359.285714
758.541212,2377.571429,2377.571429,2377.571429,2377.571429
758.978378,2429.571429,2429.571429,2429.571429,2429.571429
759.415521,2507.142857,2507.142857,2507.142857,2507.142857
759.852644,2631.428571,2631.428571,2631.428571,2631.428571
760.289745,2791.571429,2791.571429,2791.571429,2791.571429
760.726824,2987.285714,2987.285714,2987.285714,2987.285714
761.163882,3227.000000,3227.000000,3227.000000,3227.000000
761.600919,3503.000000,3503.000000,3503.000000,3503.000000
762.037934,3747.714286,3747.714286,3747.714286,3747.714286
762.474928,3942.571429,3942.571429,3942.571429,3942.571429
762.911900,4082.714286,4082.714286,4082.714286,4082.714286
763.348851,4156.857143,4156.857143,4156.857143,4156.857143
763.785780,4139.714286,4139.714286,4139.714286,4139.714286
764.222688,4012.714286,4012.714286,4012.714286,4012.714286
764.659574,3791.857143,3791.857143,3791.857143,3791.857143
765.096439,3550.285714,3550.285714,3550.285714,3550.285714
765.533282,3310.571429,3310.571429,3310.571429,3310.571429
765.970104,3082.857143,3082.857143,3082.857143,3082.857143
766.406904,2874.142857,2874.142857,2874.142857,2874.142857
766.843683,2723.428571,2723.428571,2723.428571,2723.428571
767.280440,2634.857143,2634.857143,2634.857143,2634.857143
767.717176,2599.571429,2599.571429,2599.571429,2599.571429
768.153890,2595.142857,2595.142857,2595.142857,2595.142857
768.590582,2626.714286,2626.714286,2626.714286,2626.714286
769.027253,2683.714286,2683.714286,2683.714286,2683.714286
769.463902,2774.857143,2774.857143,2774.857143,2774.857143
769.900530,2888.142857,2888.142857,2888.142857,2888.142857
770.337136,3011.714286,3011.714286,3011.714286,3011.714286
770.773720,3149.428571,3149.428571,3149.428571,3149.428571
771.210283,3261.571429,3261.571429,3261.571429,3261.571429
771.646824,3353.428571,3353.428571,3353.428571,3353.428571
772.083344,3410.285714,3410.285714,3410.285714,3410.285714
772.519841,3412.142857,3412.142857,3412.142857,3412.142857
772.956317,3359.285714,3359.285714,3359.285714,3359.285714
773.392772,3265.571429,3265.571429,3265.571429,3265.571429
773.829205,3122.714286,3122.714286,3122.714286,3122.714286
774.265616,2983.428571,2983.428571,2983.428571,2983.428571
774.702005,2837.857143,2837.857143,2837.857143,2837.857143
775.138373,2702.857143,2702.857143,2702.857143,2702.857143
775.574719,2599.428571,2599.428571,2599.428571,2599.428571
776.011043,2520.857143,2520.857143,2520.857143,2520.857143
776.447346,2465.571429,2465.571429,2465.571429,2465.571429
776.883627,2432.714286,2432.714286,2432.714286,2432.714286
777.319886,2404.714286,2404.714286,2404.714286,2404.714286
777.756123,2391.571429,2391.571429,2391.571429,2391.571429
778.192338,2376.857143,2376.857143,2376.857143,2376.857143
778.628532,2358.000000,2358.000000,2358.000000,2358.000000
779.064704,2345.857143,2345.857143,2345.857143,2345.857143
779.500854,2334.428571,2334.428571,2334.428571,2334.428571
779.936982,2328.714286,2328.714286,2328.714286,2328.714286
780.373089,2322.142857,2322.142857,2322.142857,2322.142857
780.809173,2307.857143,2307.857143,2307.857143,2307.857143
781.245236,2305.285714,2305.285714,2305.285714,2305.285714
781.681277,2305.571429,2305.571429,2305.571429,2305.571429
782.117296,2297.857143,2297.857143,2297.857143,2297.857143
782.553294,2288.857143,2288.857143,2288.857143,2288.857143
782.989269,2285.142857,2285.142857,2285.142857,2285.142857
783.425223,2286.714286,2286.714286,2286.714286,2286.714286
783.861154,2291.142857,2291.142857,2291.142857,2291.142857
784.297064,2285.857143,2285.857143,2285.857143,2285.857143
784.732952,2281.428571,2281.428571,2281.428571,2281.428571
785.168818,2280.142857,2280.142857,2280.142857,2280.142857
785.604662,2285.714286,2285.714286,2285.714286,2285.714286
786.040484,2280.000000,2280.000000,2280.000000,2280.000000
786.476284,2271.142857,2271.142857,2271.142857,2271.142857
786.912062,2270.857143,2270.857143,2270.857143,2270.857143
787.347818,2271.571429,2271.571429,2271.571429,2271.571429
787.783553,2266.000000,2266.000000,2266.000000,2266.000000
788.219265,2266.000000,2266.000000,2266.000000,2266.000000
788.654955,2263.000000,2263.000000,2263.000000,2263.000000
789.090624,2267.714286,2267.714286,2267.714286,2267.714286
789.526270,2274.571429,2274.571429,2274.571429,2274.571429
789.961894,2277.285714,2277.285714,2277.285714,2277.285714
790.397497,2291.000000,2291.000000,2291.000000,2291.000000
790.833077,2309.571429,2309.571429,2309.571429,2309.571429
791.268635,2335.285714,2335.285714,2335.285714,2335.285714
791.704171,2371.000000,2371.000000,2371.000000,2371.000000
792.139685,2412.571429,2412.571429,2412.571429,2412.571429
792.575177,2464.000000,2464.000000,2464.000000,2464.000000
793.010647,2521.571429,2521.571429,2521.571429,2521.571429
793.446095,2570.428571,2570.428571,2570.428571,2570.428571
793.881521,2621.142857,2621.142857,2621.142857,2621.142857
794.316925,2654.571429,2654.571429,2654.571429,2654.571429
794.752307,2682.285714,2682.285714,2682.285714,2682.285714
795.187666,2696.285714,2696.285714,2696.285714,2696.285714
795.623003,2685.285714,2685.285714,2685.285714,2685.285714
796.058319,2658.000000,2658.000000,2658.000000,2658.000000
796.493612,2629.857143,2629.857143,2629.857143,2629.857143
796.928883,2602.285714,2602.285714,2602.285714,2602.285714
797.364132,2588.428571,2588.428571,2588.428571,2588.428571
797.799358,2572.142857,2572.142857,2572.142857,2572.142857
798.234563,2580.142857,2580.142857,2580.142857,2580.142857
798.669745,2617.000000,2617.000000,2617.000000,2617.000000
799.104905,2662.714286,2662.714286,2662.714286,2662.714286
799.540043,2711.571429,2711.571429,2711.571429,2711.571429
799.975159,2763.142857,2763.142857,2763.142857,2763.142857
800.410252,2811.428571,2811.428571,2811.428571,2811.428571
800.845323,2842.714286,2842.714286,2842.714286,2842.714286
801.280372,2851.571429,2851.571429,2851.571429,2851.571429
801.715399,2839.428571,2839.428571,2839.428571,2839.428571
802.150403,2810.857143,2810.857143,2810.857143,2810.857143
802.585386,2767.857143,2767.857143,2767.857143,2767.857143
803.020346,2698.857143,2698.857143,2698.857143,2698.857143
803.455283,2630.714286,2630.714286,2630.714286,2630.714286
803.890199,2574.285714,2574.285714,2574.285714,2574.285714
804.325092,2513.714286,2513.714286,2513.714286,2513.714286
804.759962,2464.428571,2464.428571,2464.428571,2464.428571
805.194811,2428.000000,2428.000000,2428.000000,2428.000000
805.629637,2411.571429,2411.571429,2411.571429,2411.571429
806.064441,2421.142857,2421.142857,2421.142857,2421.142857
806.499222,2436.571429,2436.571429,2436.571429,2436.571429
806.933981,2472.571429,2472.571429,2472.571429,2472.571429
807.368718,2541.571429,2541.571429,2541.571429,2541.571429
807.803432,2632.571429,2632.571429,2632.571429,2632.571429
808.238124,2750.142857,2750.142857,2750.142857,2750.142857
808.672794,2895.571429,2895.571429,2895.571429,2895.571429
809.107441,3050.142857,3050.142857,3050.142857,3050.142857
809.542066,3218.285714,3218.285714,3218.285714,3218.285714
809.976668,3382.571429,3382.571429,3382.571429,3382.571429
810.411248,3522.428571,3522.428571,3522.428571,3522.428571
810.845805,3631.142857,3631.142857,3631.142857,3631.142857
811.280341,3699.571429,3699.571429,3699.571429,3699.571429
811.714853,3709.142857,3709.142857,3709.142857,3709.142857
812.149343,3686.714286,3686.714286,3686.714286,3686.714286
812.583811,3597.000000,3597.000000,3597.000000,3597.000000
813.018256,3481.428571,3481.428571,3481.428571,3481.428571
813.452679,3336.857143,3336.857143,3336.857143,3336.857143
813.887079,3180.142857,3180.142857,3180.142857,3180.142857
814.321457,3016.428571,3016.428571,3016.428571,3016.428571
814.755812,2873.000000,2873.000000,2873.000000,2873.000000
815.190145,2742.000000,2742.000000,2742.000000,2742.000000
815.624455,2640.571429,2640.571429,2640.571429,2640.571429
816.058743,2553.285714,2553.285714,2553.285714,2553.285714
816.493008,2493.714286,2493.714286,2493.714286,2493.714286
816.927250,2455.428571,2455.428571,2455.428571,2455.428571
817.361470,2436.714286,2436.714286,2436.714286,2436.714286
817.795668,2418.571429,2418.571429,2418.571429,2418.571429
818.229842,2399.000000,2399.000000,2399.000000,2399.000000
818.663995,2391.428571,2391.428571,2391.428571,2391.428571
819.098124,2374.857143,2374.857143,2374.857143,2374.857143
819.532231,2366.857143,2366.857143,2366.857143,2366.857143
819.966316,2359.000000,2359.000000,2359.000000,2359.000000
820.400377,2347.571429,2347.571429,2347.571429,2347.571429
820.834416,2336.571429,2336.571429,2336.571429,2336.571429
821.268433,2338.000000,2338.000000,2338.000000,2338.000000
821.702427,2343.428571,2343.428571,2343.428571,2343.428571
822.136398,2363.000000,2363.000000,2363.000000,2363.000000
822.570346,2385.857143,2385.857143,2385.857143,2385.857143
823.004272,2411.142857,2411.142857,2411.142857,2411.142857
823.438175,2455.857143,2455.857143,2455.857143,2455.857143
823.872056,2518.571429,2518.571429,2518.571429,2518.571429
824.305914,2596.857143,2596.857143,2596.857143,2596.857143
824.739749,2671.142857,2671.142857,2671.142857,2671.142857
825.173561,2748.285714,2748.285714,2748.285714,2748.285714
825.607350,2813.571429,2813.571429,2813.571429,2813.571429
826.041117,2867.857143,2867.857143,2867.857143,2867.857143
826.474861,2904.142857,2904.142857,2904.142857,2904.142857
826.908583,2917.000000,2917.000000,2917.000000,2917.000000
827.342281,2901.571429,2901.571429,2901.571429,2901.571429
827.775957,2880.285714,2880.285714,2880.285714,2880.285714
828.209610,2841.714286,2841.714286,2841.714286,2841.714286
828.643240,2783.857143,2783.857143,2783.857143,2783.857143
829.076848,2732.857143,2732.857143,2732.857143,2732.857143
829.510432,2663.714286,2663.714286,2663.714286,2663.714286
829.943994,2606.571429,2606.571429,2606.571429,2606.571429
830.377533,2543.571429,2543.571429,2543.571429,2543.571429
830.811049,2485.428571,2485.428571,2485.428571,2485.428571
831.244542,2434.857143,2434.857143,2434.857143,2434.857143
831.678013,2401.428571,2401.428571,2401.428571,2401.428571
832.111460,2366.285714,2366.285714,2366.285714,2366.285714
832.544885,2355.857143,2355.857143,2355.857143,2355.857143
832.978287,2337.285714,2337.285714,2337.285714,2337.285714
833.411666,2325.714286,2325.714286,2325.714286,2325.714286
833.845022,2319.857143,2319.857143,2319.857143,2319.857143
834.278355,2318.285714,2318.285714,2318.285714,2318.285714
834.711665,2315.285714,2315.285714,2315.285714,2315.285714
835.144952,2318.000000,2318.000000,2318.000000,2318.000000
835.578216,2314.000000,2314.000000,2314.000000,2314.000000
836.011458,2317.142857,2317.142857,2317.142857,2317.142857
836.444676,2329.857143,2329.857143,2329.857143,2329.857143
836.877872,2345.285714,2345.285714,2345.285714,2345.285714
837.311044,2368.571429,2368.571429,2368.571429,2368.571429
837.744194,2404.571429,2404.571429,2404.571429,2404.571429
838.177320,2435.000000,2435.000000,2435.000000,2435.000000
838.610424,2495.000000,2495.000000,2495.000000,2495.000000
839.043504,2565.000000,2565.000000,2565.000000,2565.000000
839.476562,2646.857143,2646.857143,2646.857143,2646.857143
839.909596,2726.571429,2726.571429,2726.571429,2726.571429
840.342608,2805.857143,2805.857143,2805.857143,2805.857143
840.775596,2874.142857,2874.142857,2874.142857,2874.142857
841.208562,2948.000000,2948.000000,2948.000000,2948.000000
841.641504,2986.428571,2986.428571,2986.428571,2986.428571
842.074423,3014.571429,3014.571429,3014.571429,3014.571429
842.507319,3019.142857,3019.142857,3019.142857,3019.142857
842.940192,3010.428571,3010.428571,3010.428571,3010.428571
843.373042,2978.142857,2978.142857,2978.142857,2978.142857
843.805869,2946.857143,2946.857143,2946.857143,2946.857143
844.238673,2880.000000,2880.000000,2880.000000,2880.000000
844.671454,2824.857143,2824.857143,2824.857143,2824.857143
845.104211,2751.857143,2751.857143,2751.857143,2751.857143
845.536946,2682.000000,2682.000000,2682.000000,2682.000000
845.969657,2619.428571,2619.428571,2619.428571,2619.428571
846.402345,2561.714286,2561.714286,2561.714286,2561.714286
846.835010,2494.714286,2494.714286,2494.714286,2494.714286
847.267652,2467.714286,2467.714286,2467.714286,2467.714286
847.700270,2430.428571,2430.428571,2430.428571,2430.428571
848.132866,2402.857143,2402.857143,2402.857143,2402.857143
848.565438,2390.000000,2390.000000,2390.000000,2390.000000
848.997987,2380.857143,2380.857143,2380.857143,2380.857143
849.430513,2382.857143,2382.857143,2382.857143,2382.857143
849.863015,2394.142857,2394.142857,2394.142857,2394.142857
850.295495,2391.428571,2391.428571,2391.428571,2391.428571
850.727951,2405.285714,2405.285714,2405.285714,2405.285714
851.160383,2427.857143,2427.857143,2427.857143,2427.857143
851.592793,2436.000000,2436.000000,2436.000000,2436.000000
852.025179,2437.571429,2437.571429,2437.571429,2437.571429
852.457542,2438.714286,2438.714286,2438.714286,2438.714286
852.889882,2439.428571,2439.428571,2439.428571,2439.428571
853.322199,2439.285714,2439.285714,2439.285714,2439.285714
853.754492,2433.428571,2433.428571,2433.428571,2433.428571
854.186761,2422.000000,2422.000000,2422.000000,2422.000000
854.619008,2413.142857,2413.142857,2413.142857,2413.142857
855.051231,2401.000000,2401.000000,2401.000000,2401.000000
855.483431,2383.857143,2383.857143,2383.857143,2383.857143
855.915607,2364.285714,2364.285714,2364.285714,2364.285714
856.347761,2350.285714,2350.285714,2350.285714,2350.285714
856.779890,2331.571429,2331.571429,2331.571429,2331.571429
857.211997,2314.000000,2314.000000,2314.000000,2314.000000
857.644080,2288.571429,2288.571429,2288.571429,2288.571429
858.076139,2280.714286,2280.714286,2280.714286,2280.714286
858.508176,2270.285714,2270.285714,2270.285714,2270.285714
858.940188,2266.714286,2266.714286,2266.714286,2266.714286
859.372178,2262.285714,2262.285714,2262.285714,2262.285714
859.804144,2258.428571,2258.428571,2258.428571,2258.428571
860.236086,2252.285714,2252.285714,2252.285714,2252.285714
860.668005,2241.000000,2241.000000,2241.000000,2241.000000
861.099901,2237.285714,2237.285714,2237.285714,2237.285714
861.531773,2237.571429,2237.571429,2237.571429,2237.571429
861.963622,2234.428571,2234.428571,2234.428571,2234.428571
862.395447,2230.428571,2230.428571,2230.428571,2230.428571
862.827249,2229.285714,2229.285714,2229.285714,2229.285714
863.259027,2231.142857,2231.142857,2231.142857,2231.142857
863.690782,2252.428571,2252.428571,2252.428571,2252.428571
864.122513,2254.000000,2254.000000,2254.000000,2254.000000
864.554221,2253.428571,2253.428571,2253.428571,2253.428571
864.985905,2257.428571,2257.428571,2257.428571,2257.428571
865.417565,2261.285714,2261.285714,2261.285714,2261.285714
865.849202,2264.000000,2264.000000,2264.000000,2264.000000
866.280816,2266.142857,2266.142857,2266.142857,2266.142857
866.712406,2266.714286,2266.714286,2266.714286,2266.714286
867.143972,2264.428571,2264.428571,2264.428571,2264.428571
867.575515,2271.285714,2271.285714,2271.285714,2271.285714
868.007034,2266.714286,2266.714286,2266.714286,2266.714286
868.438530,2270.571429,2270.571429,2270.571429,2270.571429
868.870002,2268.000000,2268.000000,2268.000000,2268.000000
869.301450,2264.285714,2264.285714,2264.285714,2264.285714
869.732875,2262.571429,2262.571429,2262.571429,2262.571429
870.164276,2262.000000,2262.000000,2262.000000,2262.000000
870.595653,2254.714286,2254.714286,2254.714286,2254.714286
871.027007,2255.142857,2255.142857,2255.142857,2255.142857
871.458337,2249.000000,2249.000000,2249.000000,2249.000000
871.889644,2248.142857,2248.142857,2248.142857,2248.142857
872.320926,2242.714286,2242.714286,2242.714286,2242.714286
872.752185,2236.571429,2236.571429,2236.571429,2236.571429
873.183421,2227.571429,2227.571429,2227.571429,2227.571429
873.614632,2224.000000,2224.000000,2224.000000,2224.000000
874.045820,2213.857143,2213.857143,2213.857143,2213.857143
874.476984,2214.857143,2214.857143,2214.857143,2214.857143
874.908125,2212.285714,2212.285714,2212.285714,2212.285714
875.339242,2215.000000,2215.000000,2215.000000,2215.000000
875.770335,2217.428571,2217.428571,2217.428571,2217.428571
876.201404,2219.857143,2219.857143,2219.857143,2219.857143
876.632449,2227.142857,2227.142857,2227.142857,2227.142857
877.063471,2232.142857,2232.142857,2232.142857,2232.142857
877.494469,2231.000000,2231.000000,2231.000000,2231.000000
877.925443,2233.142857,2233.142857,2233.142857,2233.142857
878.356393,2236.857143,2236.857143,2236.857143,2236.857143
878.787320,2234.285714,2234.285714,2234.285714,2234.285714
879.218222,2239.571429,2239.571429,2239.571429,2239.571429
879.649101,2237.000000,2237.000000,2237.000000,2237.000000
880.079956,2241.428571,2241.428571,2241.428571,2241.428571
880.510787,2242.142857,2242.142857,2242.142857,2242.142857
880.941594,2241.142857,2241.142857,2241.142857,2241.142857
881.372378,2239.571429,2239.571429,2239.571429,2239.571429
881.803137,2238.571429,2238.571429,2238.571429,2238.571429
882.233873,2236.000000,2236.000000,2236.000000,2236.000000
882.664585,2235.000000,2235.000000,2235.000000,2235.000000
883.095272,2237.428571,2237.428571,2237.428571,2237.428571
883.525936,2233.142857,2233.142857,2233.142857,2233.142857
883.956576,2228.000000,2228.000000,2228.000000,2228.000000
884.387192,2228.428571,2228.428571,2228.428571,2228.428571
884.817785,2227.571429,2227.571429,2227.571429,2227.571429
885.248353,2223.000000,2223.000000,2223.000000,2223.000000
885.678897,2217.428571,2217.428571,2217.428571,2217.428571
886.109417,2214.571429,2214.571429,2214.571429,2214.571429
886.539913,2212.285714,2212.285714,2212.285714,2212.285714
886.970386,2221.571429,2221.571429,2221.571429,2221.571429
887.400834,2217.857143,2217.857143,2217.857143,2217.857143
887.831258,2218.857143,2218.857143,2218.857143,2218.857143
888.261659,2222.571429,2222.571429,2222.571429,2222.571429
888.692035,2226.000000,2226.000000,2226.000000,2226.000000
889.122387,2224.857143,2224.857143,2224.857143,2224.857143
889.552716,2230.428571,2230.428571,2230.428571,2230.428571
889.983020,2229.857143,2229.857143,2229.857143,2229.857143
890.413300,2233.428571,2233.428571,2233.428571,2233.428571
890.843556,2230.000000,2230.000000,2230.000000,2230.000000
891.273788,2230.285714,2230.285714,2230.285714,2230.285714
891.703996,2227.571429,2227.571429,2227.571429,2227.571429
892.134180,2224.142857,2224.142857,2224.142857,2224.142857
892.564339,2217.857143,2217.857143,2217.857143,2217.857143
892.994475,2214.428571,2214.428571,2214.428571,2214.428571
893.424587,2211.428571,2211.428571,2211.428571,2211.428571
893.854674,2212.000000,2212.000000,2212.000000,2212.000000
894.284737,2214.857143,2214.857143,2214.857143,2214.857143
894.714776,2214.285714,2214.285714,2214.285714,2214.285714
895.144791,2211.714286,2211.714286,2211.714286,2211.714286
895.574782,2216.571429,2216.571429,2216.571429,2216.571429
896.004749,2217.142857,2217.142857,2217.142857,2217.142857
896.434691,2218.571429,2218.571429,2218.571429,2218.571429
896.864610,2219.428571,2219.428571,2219.428571,2219.428571
897.294504,2213.285714,2213.285714,2213.285714,2213.285714
897.724374,2212.285714,2212.285714,2212.285714,2212.285714
898.154219,2215.428571,2215.428571,2215.428571,2215.428571
898.584041,2207.285714,2207.285714,2207.285714,2207.285714
899.013838,2203.714286,2203.714286,2203.714286,2203.714286
899.443611,2213.000000,2213.000000,2213.000000,2213.000000
899.873360,2176.000000,2176.000000,2176.000000,2176.000000
